record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
8844,2,4,1984,12,DO,M,36,49,Dipodomys,ordii,Rodent,Control
8845,2,4,1984,17,RM,NA,NA,NA,Reithrodontomys,megalotis,Rodent,Control
8846,2,4,1984,16,RM,M,17,10,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8847,2,4,1984,14,DM,F,37,40,Dipodomys,merriami,Rodent,Control
8848,2,4,1984,17,RM,F,16,7,Reithrodontomys,megalotis,Rodent,Control
8849,2,4,1984,23,RM,M,17,8,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8850,2,4,1984,14,DO,F,36,48,Dipodomys,ordii,Rodent,Control
8851,2,4,1984,22,DM,M,37,49,Dipodomys,merriami,Rodent,Control
8852,2,4,1984,12,DS,M,51,132,Dipodomys,spectabilis,Rodent,Control
8853,2,5,1984,3,RM,M,17,10,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
8854,2,5,1984,6,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8855,2,5,1984,9,DO,F,37,49,Dipodomys,ordii,Rodent,Spectab exclosure
8856,2,5,1984,1,DM,M,36,43,Dipodomys,merriami,Rodent,Spectab exclosure
8857,2,5,1984,3,NL,F,34,164,Neotoma,albigula,Rodent,Long-term Krat Exclosure
8858,2,5,1984,5,DM,M,38,53,Dipodomys,merriami,Rodent,Rodent Exclosure
8859,2,5,1984,11,DS,M,51,122,Dipodomys,spectabilis,Rodent,Control
8860,2,5,1984,1,OL,F,21,30,Onychomys,leucogaster,Rodent,Spectab exclosure
8861,2,5,1984,4,DM,F,36,34,Dipodomys,merriami,Rodent,Control
8862,2,5,1984,5,DS,M,50,124,Dipodomys,spectabilis,Rodent,Rodent Exclosure
8863,2,5,1984,15,RM,F,17,7,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
8864,2,5,1984,7,RM,M,17,8,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8865,2,5,1984,1,OL,M,22,33,Onychomys,leucogaster,Rodent,Spectab exclosure
8866,2,5,1984,4,DM,M,36,45,Dipodomys,merriami,Rodent,Control
8867,2,5,1984,8,DS,F,52,116,Dipodomys,spectabilis,Rodent,Control
8868,2,5,1984,4,DM,M,37,43,Dipodomys,merriami,Rodent,Control
8869,2,5,1984,15,NL,M,33,259,Neotoma,albigula,Rodent,Long-term Krat Exclosure
8870,2,5,1984,3,NL,M,36,241,Neotoma,albigula,Rodent,Long-term Krat Exclosure
8871,2,5,1984,6,DM,M,38,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8872,2,5,1984,1,DO,F,37,40,Dipodomys,ordii,Rodent,Spectab exclosure
8873,2,5,1984,6,DM,F,37,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8874,2,5,1984,11,DS,F,51,96,Dipodomys,spectabilis,Rodent,Control
8875,2,5,1984,9,DO,M,36,53,Dipodomys,ordii,Rodent,Spectab exclosure
8876,2,5,1984,3,RM,F,16,8,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
8877,2,5,1984,6,DM,F,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8878,2,5,1984,9,OL,M,22,34,Onychomys,leucogaster,Rodent,Spectab exclosure
8879,2,5,1984,3,RM,M,16,7,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
8880,2,5,1984,11,DM,M,37,41,Dipodomys,merriami,Rodent,Control
8881,2,5,1984,9,DM,F,38,39,Dipodomys,merriami,Rodent,Spectab exclosure
8882,2,5,1984,8,AB,NA,NA,NA,Amphispiza,bilineata,Bird,Control
8883,2,5,1984,2,DS,F,52,120,Dipodomys,spectabilis,Rodent,Control
8884,2,5,1984,6,DM,F,36,33,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8885,2,5,1984,11,DO,M,37,46,Dipodomys,ordii,Rodent,Control
8886,2,5,1984,9,DM,F,36,37,Dipodomys,merriami,Rodent,Spectab exclosure
8887,2,5,1984,2,DO,F,37,46,Dipodomys,ordii,Rodent,Control
8888,2,5,1984,9,DO,M,37,44,Dipodomys,ordii,Rodent,Spectab exclosure
8889,2,5,1984,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
8890,2,5,1984,11,DM,F,36,33,Dipodomys,merriami,Rodent,Control
8891,2,5,1984,5,DM,M,37,47,Dipodomys,merriami,Rodent,Rodent Exclosure
8892,2,5,1984,8,DO,M,36,51,Dipodomys,ordii,Rodent,Control
8893,2,5,1984,6,DM,F,37,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8894,2,5,1984,3,DM,F,36,37,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
8895,2,5,1984,1,DS,F,49,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
8896,2,5,1984,4,DM,F,37,38,Dipodomys,merriami,Rodent,Control
8897,2,5,1984,6,DO,M,37,52,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
8898,2,5,1984,10,RM,F,16,8,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8899,2,5,1984,5,DM,F,37,36,Dipodomys,merriami,Rodent,Rodent Exclosure
8900,2,5,1984,6,DS,M,53,135,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
8901,2,5,1984,11,OL,M,21,32,Onychomys,leucogaster,Rodent,Control
8902,2,5,1984,8,DM,M,37,38,Dipodomys,merriami,Rodent,Control
8903,2,5,1984,2,DM,F,37,36,Dipodomys,merriami,Rodent,Control
8904,2,5,1984,6,OL,F,22,33,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
8905,2,5,1984,1,DM,M,35,37,Dipodomys,merriami,Rodent,Spectab exclosure
8906,2,5,1984,4,DS,F,52,122,Dipodomys,spectabilis,Rodent,Control
8907,2,5,1984,11,DM,F,36,33,Dipodomys,merriami,Rodent,Control
8908,2,5,1984,9,DM,F,36,37,Dipodomys,merriami,Rodent,Spectab exclosure
8909,2,5,1984,7,PM,NA,NA,NA,Peromyscus,maniculatus,Rodent,Rodent Exclosure
8910,3,12,1984,14,OL,M,22,43,Onychomys,leucogaster,Rodent,Control
8911,3,12,1984,20,DS,F,51,118,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
8912,3,12,1984,22,DM,F,36,38,Dipodomys,merriami,Rodent,Control
8913,3,12,1984,12,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Control
8914,3,12,1984,24,PM,M,20,19,Peromyscus,maniculatus,Rodent,Rodent Exclosure
8915,3,12,1984,22,OT,F,21,23,Onychomys,torridus,Rodent,Control
8916,3,12,1984,22,DM,F,36,44,Dipodomys,merriami,Rodent,Control
8917,3,12,1984,18,DM,F,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8918,3,12,1984,12,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Control
8919,3,12,1984,12,DM,F,36,40,Dipodomys,merriami,Rodent,Control
8920,3,12,1984,14,DO,M,36,54,Dipodomys,ordii,Rodent,Control
8921,3,12,1984,12,DS,F,52,136,Dipodomys,spectabilis,Rodent,Control
8922,3,12,1984,24,RM,F,16,11,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8923,3,12,1984,22,DS,F,NA,122,Dipodomys,spectabilis,Rodent,Control
8924,3,12,1984,14,DM,M,37,52,Dipodomys,merriami,Rodent,Control
8925,3,12,1984,21,RM,M,17,12,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
8926,3,12,1984,22,DS,M,49,133,Dipodomys,spectabilis,Rodent,Control
8927,3,12,1984,14,DM,F,37,46,Dipodomys,merriami,Rodent,Control
8928,3,12,1984,14,DM,M,35,47,Dipodomys,merriami,Rodent,Control
8929,3,12,1984,18,DS,M,51,131,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
8930,3,12,1984,14,DO,F,36,51,Dipodomys,ordii,Rodent,Control
8931,3,12,1984,18,DS,F,50,128,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
8932,3,12,1984,14,DO,M,36,54,Dipodomys,ordii,Rodent,Control
8933,3,12,1984,17,DS,M,49,126,Dipodomys,spectabilis,Rodent,Control
8934,3,12,1984,19,PM,F,20,24,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
8935,3,12,1984,18,DM,F,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8936,3,12,1984,17,DM,F,36,41,Dipodomys,merriami,Rodent,Control
8937,3,12,1984,12,DM,M,36,44,Dipodomys,merriami,Rodent,Control
8938,3,12,1984,18,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8939,3,12,1984,24,DM,F,37,47,Dipodomys,merriami,Rodent,Rodent Exclosure
8940,3,12,1984,12,DO,M,35,48,Dipodomys,ordii,Rodent,Control
8941,3,12,1984,18,DM,F,36,36,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8942,3,12,1984,12,DS,M,51,141,Dipodomys,spectabilis,Rodent,Control
8943,3,12,1984,22,DM,M,37,51,Dipodomys,merriami,Rodent,Control
8944,3,12,1984,13,DS,M,51,138,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
8945,3,12,1984,20,DM,M,37,39,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8946,3,12,1984,7,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
8947,3,12,1984,10,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
8948,3,12,1984,16,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
8949,3,12,1984,23,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
8950,3,13,1984,3,OL,M,22,42,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
8951,3,13,1984,3,OL,F,21,34,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
8952,3,13,1984,6,DM,M,37,50,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8953,3,13,1984,1,DM,M,36,46,Dipodomys,merriami,Rodent,Spectab exclosure
8954,3,13,1984,2,DM,M,36,43,Dipodomys,merriami,Rodent,Control
8955,3,13,1984,9,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
8956,3,13,1984,9,DS,F,51,125,Dipodomys,spectabilis,Rodent,Spectab exclosure
8957,3,13,1984,8,DS,F,48,115,Dipodomys,spectabilis,Rodent,Control
8958,3,13,1984,4,DM,F,36,38,Dipodomys,merriami,Rodent,Control
8959,3,13,1984,9,DM,F,36,43,Dipodomys,merriami,Rodent,Spectab exclosure
8960,3,13,1984,8,DO,F,36,52,Dipodomys,ordii,Rodent,Control
8961,3,13,1984,2,DM,F,35,38,Dipodomys,merriami,Rodent,Control
8962,3,13,1984,5,DM,M,37,52,Dipodomys,merriami,Rodent,Rodent Exclosure
8963,3,13,1984,1,NL,M,32,182,Neotoma,albigula,Rodent,Spectab exclosure
8964,3,13,1984,4,DS,M,52,138,Dipodomys,spectabilis,Rodent,Control
8965,3,13,1984,11,DS,M,51,128,Dipodomys,spectabilis,Rodent,Control
8966,3,13,1984,8,DO,F,35,52,Dipodomys,ordii,Rodent,Control
8967,3,13,1984,15,PP,F,22,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
8968,3,13,1984,9,PP,F,21,11,Chaetodipus,penicillatus,Rodent,Spectab exclosure
8969,3,13,1984,11,DM,M,36,42,Dipodomys,merriami,Rodent,Control
8970,3,13,1984,9,DO,M,36,56,Dipodomys,ordii,Rodent,Spectab exclosure
8971,3,13,1984,5,DM,F,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
8972,3,13,1984,6,DM,M,36,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8973,3,13,1984,5,OL,M,21,41,Onychomys,leucogaster,Rodent,Rodent Exclosure
8974,3,13,1984,1,DM,M,36,44,Dipodomys,merriami,Rodent,Spectab exclosure
8975,3,13,1984,9,DO,F,35,48,Dipodomys,ordii,Rodent,Spectab exclosure
8976,3,13,1984,4,DM,F,37,40,Dipodomys,merriami,Rodent,Control
8977,3,13,1984,9,DS,M,51,136,Dipodomys,spectabilis,Rodent,Spectab exclosure
8978,3,13,1984,1,DS,F,47,101,Dipodomys,spectabilis,Rodent,Spectab exclosure
8979,3,13,1984,9,OL,M,22,41,Onychomys,leucogaster,Rodent,Spectab exclosure
8980,3,13,1984,4,DS,F,50,136,Dipodomys,spectabilis,Rodent,Control
8981,4,9,1984,24,NL,F,31,122,Neotoma,albigula,Rodent,Rodent Exclosure
8982,4,9,1984,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
8983,4,9,1984,17,DM,M,37,47,Dipodomys,merriami,Rodent,Control
8984,4,9,1984,12,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Control
8985,4,9,1984,22,DS,M,51,128,Dipodomys,spectabilis,Rodent,Control
8986,4,9,1984,12,OT,F,21,33,Onychomys,torridus,Rodent,Control
8987,4,9,1984,12,PM,F,20,24,Peromyscus,maniculatus,Rodent,Control
8988,4,9,1984,18,DM,F,37,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
8989,4,9,1984,24,RM,F,16,14,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
8990,4,9,1984,22,PM,M,21,21,Peromyscus,maniculatus,Rodent,Control
8991,4,9,1984,22,DS,M,50,130,Dipodomys,spectabilis,Rodent,Control
8992,4,9,1984,24,NL,F,33,205,Neotoma,albigula,Rodent,Rodent Exclosure
8993,4,9,1984,22,DM,F,36,58,Dipodomys,merriami,Rodent,Control
8994,4,9,1984,17,DS,F,48,121,Dipodomys,spectabilis,Rodent,Control
8995,4,9,1984,22,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
8996,4,9,1984,12,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Control
8997,4,9,1984,19,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
8998,4,9,1984,24,DO,F,36,46,Dipodomys,ordii,Rodent,Rodent Exclosure
8999,4,9,1984,18,NL,M,26,58,Neotoma,albigula,Rodent,Short-term Krat Exclosure
9000,4,9,1984,12,DO,M,36,48,Dipodomys,ordii,Rodent,Control
9001,4,9,1984,14,DM,M,36,44,Dipodomys,merriami,Rodent,Control
9002,4,9,1984,18,DS,F,51,130,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9003,4,9,1984,18,DM,F,37,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9004,4,9,1984,18,DM,M,36,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9005,4,9,1984,13,RM,M,16,9,Reithrodontomys,megalotis,Rodent,Short-term Krat Exclosure
9006,4,9,1984,22,DS,F,48,114,Dipodomys,spectabilis,Rodent,Control
9007,4,9,1984,13,DS,M,50,134,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9008,4,9,1984,14,NL,F,31,95,Neotoma,albigula,Rodent,Control
9009,4,9,1984,20,DS,M,52,138,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9010,4,9,1984,14,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Control
9011,4,9,1984,24,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Rodent Exclosure
9012,4,9,1984,22,DS,F,50,115,Dipodomys,spectabilis,Rodent,Control
9013,4,9,1984,24,DM,F,36,44,Dipodomys,merriami,Rodent,Rodent Exclosure
9014,4,9,1984,12,DM,F,36,42,Dipodomys,merriami,Rodent,Control
9015,4,9,1984,20,AB,NA,NA,NA,Amphispiza,bilineata,Bird,Short-term Krat Exclosure
9016,4,9,1984,21,PF,F,16,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
9017,4,9,1984,12,DS,M,52,135,Dipodomys,spectabilis,Rodent,Control
9018,4,9,1984,20,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9019,4,9,1984,7,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
9020,4,9,1984,10,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
9021,4,9,1984,16,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
9022,4,9,1984,23,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
9023,4,10,1984,1,DM,F,36,42,Dipodomys,merriami,Rodent,Spectab exclosure
9024,4,10,1984,3,PP,F,23,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
9025,4,10,1984,11,DS,M,51,127,Dipodomys,spectabilis,Rodent,Control
9026,4,10,1984,9,DO,M,35,56,Dipodomys,ordii,Rodent,Spectab exclosure
9027,4,10,1984,15,NL,M,33,217,Neotoma,albigula,Rodent,Long-term Krat Exclosure
9028,4,10,1984,1,DM,M,37,47,Dipodomys,merriami,Rodent,Spectab exclosure
9029,4,10,1984,4,DM,F,36,42,Dipodomys,merriami,Rodent,Control
9030,4,10,1984,15,OT,F,22,31,Onychomys,torridus,Rodent,Long-term Krat Exclosure
9031,4,10,1984,3,NL,M,34,250,Neotoma,albigula,Rodent,Long-term Krat Exclosure
9032,4,10,1984,4,DS,M,NA,127,Dipodomys,spectabilis,Rodent,Control
9033,4,10,1984,15,PM,M,21,17,Peromyscus,maniculatus,Rodent,Long-term Krat Exclosure
9034,4,10,1984,2,DM,M,35,41,Dipodomys,merriami,Rodent,Control
9035,4,10,1984,11,DM,M,36,42,Dipodomys,merriami,Rodent,Control
9036,4,10,1984,5,DM,M,37,51,Dipodomys,merriami,Rodent,Rodent Exclosure
9037,4,10,1984,9,DS,F,49,109,Dipodomys,spectabilis,Rodent,Spectab exclosure
9038,4,10,1984,8,DO,F,35,63,Dipodomys,ordii,Rodent,Control
9039,4,10,1984,5,OL,M,21,42,Onychomys,leucogaster,Rodent,Rodent Exclosure
9040,4,10,1984,1,DM,M,36,43,Dipodomys,merriami,Rodent,Spectab exclosure
9041,4,10,1984,9,DO,F,35,52,Dipodomys,ordii,Rodent,Spectab exclosure
9042,4,10,1984,9,PP,F,21,13,Chaetodipus,penicillatus,Rodent,Spectab exclosure
9043,4,10,1984,15,PP,F,22,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
9044,4,10,1984,3,OT,M,21,22,Onychomys,torridus,Rodent,Long-term Krat Exclosure
9045,4,10,1984,5,OL,F,20,39,Onychomys,leucogaster,Rodent,Rodent Exclosure
9046,4,10,1984,15,PP,M,24,17,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
9047,4,10,1984,9,DS,M,52,128,Dipodomys,spectabilis,Rodent,Spectab exclosure
9048,4,10,1984,2,NL,F,32,157,Neotoma,albigula,Rodent,Control
9049,4,10,1984,4,DS,F,50,125,Dipodomys,spectabilis,Rodent,Control
9050,4,10,1984,5,DM,F,36,41,Dipodomys,merriami,Rodent,Rodent Exclosure
9051,4,10,1984,6,DM,M,37,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9052,4,10,1984,15,PE,M,20,16,Peromyscus,eremicus,Rodent,Long-term Krat Exclosure
9053,4,10,1984,9,DM,F,36,49,Dipodomys,merriami,Rodent,Spectab exclosure
9054,4,10,1984,9,OL,F,21,36,Onychomys,leucogaster,Rodent,Spectab exclosure
9055,5,12,1984,24,DO,M,37,53,Dipodomys,ordii,Rodent,Rodent Exclosure
9056,5,12,1984,14,DM,M,38,51,Dipodomys,merriami,Rodent,Control
9057,5,12,1984,19,PF,M,14,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
9058,5,12,1984,23,DM,F,35,48,Dipodomys,merriami,Rodent,Rodent Exclosure
9059,5,12,1984,18,DM,F,35,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9060,5,12,1984,20,DM,F,37,47,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9061,5,12,1984,18,DS,M,50,132,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9062,5,12,1984,20,DM,F,36,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9063,5,12,1984,17,DM,M,34,48,Dipodomys,merriami,Rodent,Control
9064,5,12,1984,18,DM,M,34,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9065,5,12,1984,20,DS,M,52,130,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9066,5,12,1984,24,PE,M,19,17,Peromyscus,eremicus,Rodent,Rodent Exclosure
9067,5,12,1984,24,OT,F,21,25,Onychomys,torridus,Rodent,Rodent Exclosure
9068,5,12,1984,12,DO,M,37,51,Dipodomys,ordii,Rodent,Control
9069,5,12,1984,22,DM,F,37,52,Dipodomys,merriami,Rodent,Control
9070,5,12,1984,12,NL,F,32,104,Neotoma,albigula,Rodent,Control
9071,5,12,1984,18,DS,F,51,119,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9072,5,12,1984,20,DO,F,36,59,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
9073,5,12,1984,13,DM,F,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9074,5,12,1984,24,DO,M,34,38,Dipodomys,ordii,Rodent,Rodent Exclosure
9075,5,12,1984,17,DM,F,37,50,Dipodomys,merriami,Rodent,Control
9076,5,12,1984,20,DM,F,35,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9077,5,12,1984,24,DO,F,35,45,Dipodomys,ordii,Rodent,Rodent Exclosure
9078,5,12,1984,14,DM,F,36,42,Dipodomys,merriami,Rodent,Control
9079,5,12,1984,12,DM,M,35,40,Dipodomys,merriami,Rodent,Control
9080,5,12,1984,14,DM,M,34,39,Dipodomys,merriami,Rodent,Control
9081,5,12,1984,20,DM,M,34,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9082,5,12,1984,13,DM,F,36,54,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9083,5,12,1984,22,PE,F,19,26,Peromyscus,eremicus,Rodent,Control
9084,5,12,1984,18,DM,M,34,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9085,5,12,1984,20,OT,F,19,26,Onychomys,torridus,Rodent,Short-term Krat Exclosure
9086,5,12,1984,23,RM,M,16,11,Reithrodontomys,megalotis,Rodent,Rodent Exclosure
9087,5,12,1984,17,DM,F,36,36,Dipodomys,merriami,Rodent,Control
9088,5,12,1984,17,DM,M,33,38,Dipodomys,merriami,Rodent,Control
9089,5,12,1984,24,DM,F,36,40,Dipodomys,merriami,Rodent,Rodent Exclosure
9090,5,12,1984,12,DM,M,36,47,Dipodomys,merriami,Rodent,Control
9091,5,12,1984,13,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9092,5,12,1984,20,DS,NA,NA,117,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
9093,5,12,1984,24,OL,F,22,38,Onychomys,leucogaster,Rodent,Rodent Exclosure
9094,5,12,1984,18,NL,M,32,120,Neotoma,albigula,Rodent,Short-term Krat Exclosure
9095,5,12,1984,22,DS,F,47,110,Dipodomys,spectabilis,Rodent,Control
9096,5,12,1984,20,PE,M,18,11,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
9097,5,12,1984,12,DM,F,36,38,Dipodomys,merriami,Rodent,Control
9098,5,12,1984,14,DO,F,34,40,Dipodomys,ordii,Rodent,Control
9099,5,12,1984,24,DM,F,37,47,Dipodomys,merriami,Rodent,Rodent Exclosure
9100,5,12,1984,14,DM,F,37,45,Dipodomys,merriami,Rodent,Control
9101,5,12,1984,20,DM,F,34,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
9102,5,12,1984,24,DM,M,26,33,Dipodomys,merriami,Rodent,Rodent Exclosure
9103,5,12,1984,14,DO,M,36,54,Dipodomys,ordii,Rodent,Control
9104,5,12,1984,22,OT,M,19,17,Onychomys,torridus,Rodent,Control
9105,5,12,1984,14,DO,M,37,59,Dipodomys,ordii,Rodent,Control
9106,5,12,1984,18,DO,M,35,51,Dipodomys,ordii,Rodent,Short-term Krat Exclosure
9107,5,12,1984,24,DM,F,33,26,Dipodomys,merriami,Rodent,Rodent Exclosure
9108,5,12,1984,17,DM,M,36,49,Dipodomys,merriami,Rodent,Control
9109,5,12,1984,20,PE,M,20,13,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
9110,5,12,1984,12,PP,M,19,13,Chaetodipus,penicillatus,Rodent,Control
9111,5,12,1984,24,DM,M,34,41,Dipodomys,merriami,Rodent,Rodent Exclosure
